Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
145,tt1235796,2016-07-10,2016-07-10,,Ondine,https://www.imdb.com/title/tt1235796/,movie,6.8,111,2009,"Drama, Mystery, Romance",22316,2009-09-14,Neil Jordan
146,tt1486834,2016-07-10,2016-07-10,,The F Word,https://www.imdb.com/title/tt1486834/,movie,6.8,98,2013,"Comedy, Romance",80756,2013-09-07,Michael Dowse
147,tt0120888,2016-07-10,2016-07-10,,The Wedding Singer,https://www.imdb.com/title/tt0120888/,movie,6.9,97,1998,"Comedy, Music, Romance",159196,1998-02-12,Frank Coraci
148,tt0381429,2016-07-10,2016-07-10,,Somersault,https://www.imdb.com/title/tt0381429/,movie,6.7,106,2004,"Drama, Romance",8154,2004-05-17,Cate Shortland
149,tt0337960,2016-07-10,2016-07-10,,Danny Deckchair,https://www.imdb.com/title/tt0337960/,movie,6.7,100,2003,"Comedy, Romance",5166,2003-05-16,Jeff Balsmeyer
150,tt0112346,2016-07-10,2016-07-10,,The American President,https://www.imdb.com/title/tt0112346/,movie,6.8,114,1995,"Comedy, Drama, Romance",59800,1995-11-08,Rob Reiner
151,tt1498569,2016-07-10,2016-07-10,,Restless,https://www.imdb.com/title/tt1498569/,movie,6.7,91,2011,"Drama, Romance",18259,2011-04-06,Gus Van Sant
152,tt1355630,2016-07-10,2016-07-10,,If I Stay,https://www.imdb.com/title/tt1355630/,movie,6.7,107,2014,"Drama, Fantasy, Music, Romance, Sci-Fi",127242,2014-08-18,R.J. Cutler
153,tt0343660,2016-07-10,2016-07-10,,50 First Dates,https://www.imdb.com/title/tt0343660/,movie,6.8,99,2004,"Comedy, Drama, Romance",373779,2004-02-03,Peter Segal
154,tt0410297,2016-07-10,2016-07-10,,The Lake House,https://www.imdb.com/title/tt0410297/,movie,6.8,99,2006,"Drama, Fantasy, Romance",155780,2006-06-16,Alejandro Agresti
155,tt0974554,2016-07-10,2016-07-10,,Elegy,https://www.imdb.com/title/tt0974554/,movie,6.7,112,2008,"Drama, Romance",23051,2008-02-10,Isabel Coixet
156,tt0112697,2016-07-10,2016-07-10,,Clueless,https://www.imdb.com/title/tt0112697/,movie,6.9,97,1995,"Comedy, Romance",237767,1995-07-07,Amy Heckerling
157,tt0437777,2016-07-10,2016-07-10,,Something New,https://www.imdb.com/title/tt0437777/,movie,6.6,99,2006,"Comedy, Drama, Romance",14312,2006-02-03,Sanaa Hamri
158,tt0116191,2016-07-10,2016-07-10,,Emma,https://www.imdb.com/title/tt0116191/,movie,6.6,120,1996,"Comedy, Drama, Romance",40969,1996-06-07,Douglas McGrath
159,tt3064298,2016-07-10,2016-07-10,,Man Up,https://www.imdb.com/title/tt3064298/,movie,6.8,88,2015,"Comedy, Drama, Romance",55575,2015-04-19,Ben Palmer
160,tt0265208,2016-07-10,2016-07-10,,The Girl Next Door,https://www.imdb.com/title/tt0265208/,movie,6.7,109,2004,"Comedy, Drama, Romance",235300,2004-02-18,Luke Greenfield
161,tt0328589,2016-07-10,2016-07-10,,Under the Tuscan Sun,https://www.imdb.com/title/tt0328589/,movie,6.7,113,2003,"Comedy, Drama, Romance",56421,2003-09-20,Audrey Wells
162,tt0337741,2016-07-10,2016-07-10,,Something's Gotta Give,https://www.imdb.com/title/tt0337741/,movie,6.7,128,2003,"Comedy, Drama, Romance",126968,2003-12-03,Nancy Meyers
163,tt0092718,2016-07-10,2016-07-10,,Can't Buy Me Love,https://www.imdb.com/title/tt0092718/,movie,6.8,94,1987,"Comedy, Drama, Romance",40835,1987-08-14,Steve Rash
164,tt1758692,2016-07-10,2016-07-10,,Like Crazy,https://www.imdb.com/title/tt1758692/,movie,6.6,86,2011,"Drama, Romance",62942,2011-01-22,Drake Doremus
165,tt1702439,2016-07-10,2016-07-10,,Safe Haven,https://www.imdb.com/title/tt1702439/,movie,6.6,115,2013,"Drama, Romance, Thriller",114871,2013-02-13,Lasse Hallström
166,tt1307068,2016-07-10,2016-07-10,,Seeking a Friend for the End of the World,https://www.imdb.com/title/tt1307068/,movie,6.7,101,2012,"Adventure, Comedy, Drama, Romance, Sci-Fi",117824,2012-06-18,Lorene Scafaria
167,tt1934335,2016-07-10,2016-07-10,,Mei li ren sheng,https://www.imdb.com/title/tt1934335/,movie,6.6,124,2011,"Drama, Romance",1057,2011-05-13,Andrew Lau
168,tt0120632,2016-07-10,2016-07-10,,City of Angels,https://www.imdb.com/title/tt0120632/,movie,6.7,114,1998,"Drama, Fantasy, Romance",125924,1998-04-10,Brad Silberling
169,tt0896529,2016-07-10,2016-07-10,,Cairo Time,https://www.imdb.com/title/tt0896529/,movie,6.6,90,2009,"Drama, Romance",6760,2009-09-13,Ruba Nadda
170,tt3236120,2016-07-10,2016-07-10,,I'll See You in My Dreams,https://www.imdb.com/title/tt3236120/,movie,6.7,92,2015,"Comedy, Drama, Romance",7841,2015-01-27,Brett Haley
171,tt0057372,2016-07-10,2016-07-10,,The Nutty Professor,https://www.imdb.com/title/tt0057372/,movie,6.6,107,1963,"Comedy, Romance, Sci-Fi",19149,1963-06-02,Jerry Lewis
172,tt0230838,2016-07-10,2016-07-10,,Sweet November,https://www.imdb.com/title/tt0230838/,movie,6.7,119,2001,"Drama, Romance",93609,2001-02-12,Pat O'Connor
173,tt3395184,2016-07-10,2016-07-10,,Spring,https://www.imdb.com/title/tt3395184/,movie,6.7,109,2014,"Horror, Romance, Sci-Fi",30689,2014-09-05,"Aaron Moorhead, Justin Benson"
174,tt1972779,2016-07-10,2016-07-10,,The Best of Me,https://www.imdb.com/title/tt1972779/,movie,6.7,118,2014,"Drama, Romance",76357,2014-10-07,Michael Hoffman
175,tt0409034,2016-07-17,2016-07-17,,Marilyn Hotchkiss' Ballroom Dancing & Charm School,https://www.imdb.com/title/tt0409034/,movie,6.5,104,2005,"Comedy, Drama, Musical, Romance",3528,2005-01-24,Randall Miller
176,tt1618447,2016-08-02,2016-08-02,,Un amour de jeunesse,https://www.imdb.com/title/tt1618447/,movie,6.6,110,2011,"Drama, Romance",5669,2011-07-04,Mia Hansen-Løve
177,tt0114924,2016-07-10,2016-07-10,,While You Were Sleeping,https://www.imdb.com/title/tt0114924/,movie,6.8,103,1995,"Comedy, Drama, Romance",110349,1995-04-09,Jon Turteltaub
178,tt0386588,2016-07-10,2016-07-10,,Hitch,https://www.imdb.com/title/tt0386588/,movie,6.6,118,2005,"Comedy, Romance",330361,2005-02-10,Andy Tennant
179,tt0114887,2016-07-10,2016-07-10,,A Walk in the Clouds,https://www.imdb.com/title/tt0114887/,movie,6.7,102,1995,"Drama, Romance",35979,1995-05-27,Alfonso Arau
180,tt0242888,2016-07-10,2016-07-10,,The Sleeping Dictionary,https://www.imdb.com/title/tt0242888/,movie,6.5,109,2003,"Drama, Romance",9065,2003-01-31,Guy Jenkin
181,tt2229499,2016-07-10,2016-07-10,,Don Jon,https://www.imdb.com/title/tt2229499/,movie,6.5,90,2013,"Comedy, Drama, Romance",245121,2013-01-18,Joseph Gordon-Levitt
182,tt3700804,2016-07-10,2016-07-10,,Already Tomorrow in Hong Kong,https://www.imdb.com/title/tt3700804/,movie,6.4,78,2015,"Comedy, Romance",6109,2015-06-12,Emily Ting
183,tt1937269,2016-07-10,2016-07-10,,One Small Hitch,https://www.imdb.com/title/tt1937269/,movie,6.5,105,2013,"Comedy, Romance",5339,2013-02-14,John Burgess
184,tt1632708,2016-07-10,2016-07-10,,Friends with Benefits,https://www.imdb.com/title/tt1632708/,movie,6.5,109,2011,"Comedy, Romance",387655,2011-07-18,Will Gluck
185,tt2355495,2016-07-10,2016-07-10,,Barefoot,https://www.imdb.com/title/tt2355495/,movie,6.5,90,2014,"Comedy, Drama, Romance",26730,2014-02-02,Andrew Fleming
186,tt1621045,2016-07-10,2016-07-10,,Think Like a Man,https://www.imdb.com/title/tt1621045/,movie,6.5,123,2012,"Comedy, Romance",49561,2012-02-10,Tim Story
187,tt1124388,2016-07-10,2016-07-10,,Play the Game,https://www.imdb.com/title/tt1124388/,movie,6.3,105,2009,"Comedy, Romance",2869,2009-02-27,Marc Fienberg
188,tt2381941,2016-07-10,2016-07-10,,Focus,https://www.imdb.com/title/tt2381941/,movie,6.6,105,2015,"Comedy, Crime, Drama, Romance",267871,2015-02-11,"Glenn Ficarra, John Requa"
189,tt0219965,2016-07-10,2016-07-10,,Bandits,https://www.imdb.com/title/tt0219965/,movie,6.5,123,2001,"Comedy, Crime, Drama, Romance",70228,2001-10-12,Barry Levinson
190,tt1129423,2016-07-10,2016-07-10,,Fireproof,https://www.imdb.com/title/tt1129423/,movie,6.4,122,2008,"Drama, Romance",23800,2008-09-26,Alex Kendrick
191,tt0128853,2016-07-10,2016-07-10,,You've Got Mail,https://www.imdb.com/title/tt0128853/,movie,6.7,119,1998,"Comedy, Drama, Romance",225233,1998-12-18,Nora Ephron
192,tt0462590,2016-07-10,2016-07-10,,Step Up,https://www.imdb.com/title/tt0462590/,movie,6.5,104,2006,"Crime, Drama, Music, Romance",124861,2006-08-07,Anne Fletcher
193,tt0104231,2016-07-10,2016-07-10,,Far and Away,https://www.imdb.com/title/tt0104231/,movie,6.6,140,1992,"Adventure, Drama, Romance, Western",67152,1992-05-18,Ron Howard
194,tt0758766,2016-07-10,2016-07-10,,Music and Lyrics,https://www.imdb.com/title/tt0758766/,movie,6.5,104,2007,"Comedy, Music, Romance",106221,2007-02-09,Marc Lawrence
195,tt0102175,2016-07-10,2016-07-10,,Jungle Fever,https://www.imdb.com/title/tt0102175/,movie,6.6,132,1991,"Drama, Romance",19330,1991-05-16,Spike Lee
196,tt1800741,2016-07-10,2016-07-10,,Step Up Revolution,https://www.imdb.com/title/tt1800741/,movie,6.4,99,2012,"Drama, Music, Romance",57669,2012-07-26,Scott Speer
197,tt1327194,2016-07-10,2016-07-10,,The Lucky One,https://www.imdb.com/title/tt1327194/,movie,6.4,101,2012,"Drama, Mystery, Romance, War",112533,2012-04-19,Scott Hicks
198,tt0434139,2016-07-10,2016-07-10,,The Last Kiss,https://www.imdb.com/title/tt0434139/,movie,6.4,115,2006,"Comedy, Drama, Romance",42131,2006-09-10,Tony Goldwyn
199,tt0297037,2016-07-10,2016-07-10,,Brown Sugar,https://www.imdb.com/title/tt0297037/,movie,6.5,109,2002,"Comedy, Drama, Music, Romance",10055,2002-10-05,Rick Famuyiwa
200,tt3165612,2016-07-11,2016-07-11,,Sleeping with Other People,https://www.imdb.com/title/tt3165612/,movie,6.5,101,2015,"Comedy, Drama, Romance",46691,2015-01-24,Leslye Headland
201,tt0250224,2016-07-10,2016-07-10,,Crazy/Beautiful,https://www.imdb.com/title/tt0250224/,movie,6.4,99,2001,"Drama, Romance",25384,2001-06-28,John Stockwell
202,tt0944101,2016-07-10,2016-07-10,,Good Dick,https://www.imdb.com/title/tt0944101/,movie,6.3,86,2008,"Comedy, Drama, Romance",8206,2008-01-18,Marianna Palka
203,tt1142988,2016-07-10,2016-07-10,,The Ugly Truth,https://www.imdb.com/title/tt1142988/,movie,6.4,96,2009,"Comedy, Romance",227311,2009-07-16,Robert Luketic
204,tt1438254,2016-07-10,2016-07-10,,Charlie St. Cloud,https://www.imdb.com/title/tt1438254/,movie,6.4,100,2010,"Drama, Fantasy, Romance",64178,2010-07-30,Burr Steers
205,tt0371246,2016-07-10,2016-07-10,,Spanglish,https://www.imdb.com/title/tt0371246/,movie,6.4,131,2004,"Comedy, Drama, Romance",87689,2004-12-17,James L. Brooks
206,tt0117247,2016-07-10,2016-07-10,,One Fine Day,https://www.imdb.com/title/tt0117247/,movie,6.5,108,1996,"Comedy, Drama, Romance",47945,1996-12-20,Michael Hoffman
207,tt0817544,2016-07-10,2016-07-10,,Never Forever,https://www.imdb.com/title/tt0817544/,movie,6.4,104,2007,"Drama, Romance",1690,2007-01-18,Gina Kim
208,tt0171433,2016-07-10,2016-07-10,,Keeping the Faith,https://www.imdb.com/title/tt0171433/,movie,6.4,128,2000,"Comedy, Drama, Romance",52913,2000-04-14,Edward Norton
209,tt0446463,2016-07-10,2016-07-10,,Si j'étais toi,https://www.imdb.com/title/tt0446463/,movie,6.2,93,2007,"Drama, Romance",3938,2007-10-10,Vincent Perez
210,tt1999987,2016-07-10,2016-07-10,,Breathe In,https://www.imdb.com/title/tt1999987/,movie,6.3,98,2013,"Drama, Romance",15508,2013-01-07,Drake Doremus
211,tt0815236,2016-07-10,2016-07-10,,She's Out of My League,https://www.imdb.com/title/tt0815236/,movie,6.4,104,2010,"Comedy, Romance",142171,2010-03-11,Jim Field Smith
212,tt0120747,2016-07-10,2016-07-10,,"Martha - Meet Frank, Daniel and Laurence",https://www.imdb.com/title/tt0120747/,movie,6.4,88,1998,"Comedy, Romance",4702,1998-05-08,Nick Hamm
213,tt0338427,2016-07-10,2016-07-10,,Shopgirl,https://www.imdb.com/title/tt0338427/,movie,6.3,106,2005,"Drama, Romance",24532,2005-09-09,Anand Tucker
214,tt1536440,2016-07-10,2016-07-10,,Stuck Between Stations,https://www.imdb.com/title/tt1536440/,movie,6.3,85,2011,"Comedy, Drama, Romance",1085,2011-04-22,Brady Kiernan
215,tt1374992,2016-07-10,2016-07-10,,Upside Down,https://www.imdb.com/title/tt1374992/,movie,6.3,109,2012,"Drama, Fantasy, Romance, Sci-Fi",73414,2012-08-22,Juan Solanas
216,tt0035423,2016-07-10,2016-07-10,,Kate & Leopold,https://www.imdb.com/title/tt0035423/,movie,6.4,118,2001,"Comedy, Fantasy, Romance",87981,2001-12-11,James Mangold
217,tt1205535,2016-07-10,2016-07-10,,The Rebound,https://www.imdb.com/title/tt1205535/,movie,6.3,95,2009,"Comedy, Romance",49800,2009-09-16,Bart Freundlich
218,tt0360201,2016-07-10,2016-07-10,,Wimbledon,https://www.imdb.com/title/tt0360201/,movie,6.3,98,2004,"Comedy, Romance, Sport",66023,2004-09-13,Richard Loncraine
219,tt3152624,2016-07-10,2016-07-10,,Trainwreck,https://www.imdb.com/title/tt3152624/,movie,6.2,125,2015,"Comedy, Drama, Romance",141029,2015-07-10,Judd Apatow
220,tt2318092,2016-07-10,2016-07-10,,Endless Love,https://www.imdb.com/title/tt2318092/,movie,6.2,104,2014,"Drama, Romance",47096,2014-02-12,Shana Feste
221,tt0327679,2016-07-10,2016-07-10,,Ella Enchanted,https://www.imdb.com/title/tt0327679/,movie,6.3,96,2004,"Comedy, Family, Fantasy, Romance",72776,2004-04-09,Tommy O'Haver
222,tt0380609,2016-07-10,2016-07-10,,P.S.,https://www.imdb.com/title/tt0380609/,movie,6.1,97,2004,"Comedy, Drama, Fantasy, Romance",6485,2004-09-03,Dylan Kidd
223,tt1686042,2016-07-10,2016-07-10,,Girl on a Bicycle,https://www.imdb.com/title/tt1686042/,movie,6.2,101,2013,"Comedy, Drama, Romance",2329,2013-03-07,Jeremy Leven
224,tt1144541,2016-07-10,2016-07-10,,Coyote County Loser,https://www.imdb.com/title/tt1144541/,movie,6.1,92,2009,"Comedy, Drama, Romance",240,2009-02-16,Jason Naumann
225,tt0307479,2016-07-10,2016-07-10,,Solaris,https://www.imdb.com/title/tt0307479/,movie,6.2,99,2002,"Drama, Mystery, Romance, Sci-Fi",85345,2002-11-19,Steven Soderbergh
226,tt1411238,2016-07-10,2016-07-10,,No Strings Attached,https://www.imdb.com/title/tt1411238/,movie,6.2,108,2011,"Comedy, Romance",240669,2011-01-11,Ivan Reitman
227,tt1837709,2016-07-10,2016-07-10,,Winter's Tale,https://www.imdb.com/title/tt1837709/,movie,6.1,118,2014,"Drama, Fantasy, Mystery, Romance",56135,2014-02-10,Akiva Goldsman
228,tt2063666,2016-07-10,2016-07-10,,Hello I Must Be Going,https://www.imdb.com/title/tt2063666/,movie,6.2,95,2012,"Comedy, Drama, Romance",6445,2012-01-19,Todd Louiso
229,tt2103267,2016-07-10,2016-07-10,,Adoration,https://www.imdb.com/title/tt2103267/,movie,6.2,112,2013,"Drama, Romance",36106,2013-01-18,Anne Fontaine
230,tt0120053,2016-07-10,2016-07-10,,The Saint,https://www.imdb.com/title/tt0120053/,movie,6.2,116,1997,"Action, Adventure, Romance, Sci-Fi, Thriller",71372,1997-04-03,Phillip Noyce
231,tt1280725,2016-07-10,2016-07-10,,Wedding Palace,https://www.imdb.com/title/tt1280725/,movie,5.6,98,2013,"Comedy, Romance",248,2013-09-27,Christine Yoo
232,tt2509850,2016-07-17,2016-07-17,,The Rewrite,https://www.imdb.com/title/tt2509850/,movie,6.3,107,2014,"Comedy, Romance",21623,2014-06-14,Marc Lawrence
233,tt1800246,2016-07-10,2016-07-10,,That Awkward Moment,https://www.imdb.com/title/tt1800246/,movie,6.1,94,2014,"Comedy, Romance",106279,2014-01-27,Tom Gormican
234,tt0206275,2016-07-10,2016-07-10,,Save the Last Dance,https://www.imdb.com/title/tt0206275/,movie,6.2,112,2001,"Drama, Music, Romance",65079,2001-01-09,Thomas Carter
235,tt2463512,2016-07-10,2016-07-10,,Hateship Loveship,https://www.imdb.com/title/tt2463512/,movie,6.1,104,2013,"Drama, Romance",7111,2013-09-07,Liza Johnson
236,tt0103855,2016-07-10,2016-07-10,,The Bodyguard,https://www.imdb.com/title/tt0103855/,movie,6.3,129,1992,"Action, Drama, Music, Romance, Thriller",144402,1992-11-25,Mick Jackson
237,tt3787590,2016-07-10,2016-07-10,,We Are Your Friends,https://www.imdb.com/title/tt3787590/,movie,6.2,96,2015,"Drama, Music, Romance",40063,2015-08-11,Max Joseph
238,tt0287963,2016-07-10,2016-07-10,,Choses secrètes,https://www.imdb.com/title/tt0287963/,movie,6.0,115,2002,"Comedy, Drama, Fantasy, Romance",5326,2002-10-16,Jean-Claude Brisseau
239,tt3250650,2016-07-10,2016-07-10,,Echo Park,https://www.imdb.com/title/tt3250650/,movie,6.0,88,2014,"Drama, Romance",508,2014-06-14,Amanda Marsalis
240,tt0269341,2016-07-10,2016-07-10,,Two Can Play That Game,https://www.imdb.com/title/tt0269341/,movie,6.1,90,2001,"Comedy, Romance",7235,2001-08-29,Mark Brown
241,tt1826590,2016-07-10,2016-07-10,,About Last Night,https://www.imdb.com/title/tt1826590/,movie,6.0,100,2014,"Comedy, Romance",24824,2014-02-14,Steve Pink
242,tt0101745,2016-07-10,2016-07-10,,Doc Hollywood,https://www.imdb.com/title/tt0101745/,movie,6.3,104,1991,"Comedy, Drama, Romance",39665,1991-07-31,Michael Caton-Jones
243,tt1665418,2016-07-10,2016-07-10,,Dorfman,https://www.imdb.com/title/tt1665418/,movie,6.0,92,2011,"Comedy, Drama, Romance",1631,2011-10-21,Brad Leong
244,tt1849844,2016-07-10,2016-07-10,,Puzzled Love,https://www.imdb.com/title/tt1849844/,movie,5.9,84,2011,"Comedy, Drama, Romance",310,2011-06-28,"Josecho de Linares, Carlos Pérez-Reche, Bruno Sarabia, Alba Giralt, Pau Balagué, Claudia del Campo, Javier Sanz Aznar, Gemma Ferraté, Miriam Cañamares, Alejandro Javaloyas, Marc Juvé, Eduard Riu, Gaby Amione"
245,tt0089370,2016-07-10,2016-07-10,,The Jewel of the Nile,https://www.imdb.com/title/tt0089370/,movie,6.1,106,1985,"Action, Adventure, Comedy, Romance",61315,1985-12-04,Lewis Teague
246,tt1127886,2016-07-10,2016-07-10,,Here,https://www.imdb.com/title/tt1127886/,movie,5.8,126,2011,"Drama, Romance",966,2011-01-31,Braden King
247,tt1243957,2016-07-10,2016-07-10,,The Tourist,https://www.imdb.com/title/tt1243957/,movie,6.0,103,2010,"Action, Thriller",252939,2010-12-06,Florian Henckel von Donnersmarck
248,tt1602472,2016-07-10,2016-07-10,,2 Days in New York,https://www.imdb.com/title/tt1602472/,movie,6.0,96,2012,"Comedy, Drama, Romance",14925,2012-01-23,Julie Delpy
249,tt0956038,2016-07-10,2016-07-10,,Nights in Rodanthe,https://www.imdb.com/title/tt0956038/,movie,6.0,97,2008,"Drama, Romance",26035,2008-09-26,George C. Wolfe
250,tt3774694,2016-07-10,2016-07-10,,Love,https://www.imdb.com/title/tt3774694/,movie,6.1,135,2015,"Drama, Romance",64790,2015-05-20,Gaspar Noé
251,tt3329554,2016-07-10,2016-07-10,,My Favorite Five,https://www.imdb.com/title/tt3329554/,movie,5.3,92,2015,"Comedy, Romance",326,2015-01-06,Paul D. Hannah
252,tt1447972,2016-07-10,2016-07-10,,StreetDance 3D,https://www.imdb.com/title/tt1447972/,movie,5.8,98,2010,"Drama, Music, Romance",11593,2010-05-19,"Max Giwa, Dania Pasquini"
253,tt0337697,2016-07-10,2016-07-10,,The Prince & Me,https://www.imdb.com/title/tt0337697/,movie,5.8,111,2004,"Comedy, Family, Romance",41002,2004-03-28,Martha Coolidge
254,tt0372237,2016-07-10,2016-07-10,,Guess Who,https://www.imdb.com/title/tt0372237/,movie,5.9,105,2005,"Comedy, Romance",44859,2005-03-25,Kevin Rodney Sullivan
255,tt0119313,2016-07-10,2016-07-10,,Hope Floats,https://www.imdb.com/title/tt0119313/,movie,6.0,114,1998,"Drama, Romance",29488,1998-05-29,Forest Whitaker
256,tt2231251,2016-07-10,2016-07-10,,Heart of the Country,https://www.imdb.com/title/tt2231251/,movie,5.7,89,2013,"Drama, Family, Romance",1495,2013-08-20,John Ward
257,tt1241329,2016-07-10,2016-07-10,,The River Why,https://www.imdb.com/title/tt1241329/,movie,5.5,101,2010,"Drama, Romance",3834,2010-04-09,Matthew Leutwyler
258,tt1946310,2016-07-10,2016-07-10,,Crazy Kind of Love,https://www.imdb.com/title/tt1946310/,movie,5.8,100,2013,"Comedy, Drama, Romance",2111,2013-05-31,Sarah Siegel-Magness
259,tt1068242,2016-07-10,2016-07-10,,Footloose,https://www.imdb.com/title/tt1068242/,movie,5.8,113,2011,"Comedy, Drama, Music, Romance",52240,2011-10-06,Craig Brewer
260,tt2124074,2016-07-10,2016-07-10,,28 Hotel Rooms,https://www.imdb.com/title/tt2124074/,movie,5.7,82,2012,"Drama, Romance",3537,2012-01-21,Matt Ross
261,tt2244901,2016-07-10,2016-07-10,,I Give It a Year,https://www.imdb.com/title/tt2244901/,movie,5.7,97,2013,"Comedy, Romance",38881,2013-01-15,Dan Mazer
262,tt1586265,2016-07-10,2016-07-10,,What to Expect When You're Expecting,https://www.imdb.com/title/tt1586265/,movie,5.7,110,2012,"Comedy, Drama, Romance",75051,2012-05-17,Kirk Jones
263,tt2994646,2016-07-10,2016-07-10,,Black Coffee,https://www.imdb.com/title/tt2994646/,movie,5.8,85,2014,"Comedy, Romance",801,2014-01-10,Mark Harris
264,tt0186894,2016-07-10,2016-07-10,,Bounce,https://www.imdb.com/title/tt0186894/,movie,5.8,106,2000,"Drama, Romance",21519,2000-11-17,Don Roos
265,tt2265534,2016-07-10,2016-07-10,,The Lifeguard,https://www.imdb.com/title/tt2265534/,movie,5.6,98,2013,"Drama, Romance",15115,2013-01-19,Liz W. Garcia
266,tt1817081,2016-07-10,2016-07-10,,A Case of You,https://www.imdb.com/title/tt1817081/,movie,5.6,89,2013,"Comedy, Romance",12237,2013-04-21,Kat Coiro
267,tt2184287,2016-07-10,2016-07-10,,Summer in February,https://www.imdb.com/title/tt2184287/,movie,5.6,100,2013,"Biography, Drama, Romance",4241,2013-06-14,Christopher Menaul
268,tt0225071,2016-07-10,2016-07-10,,Angel Eyes,https://www.imdb.com/title/tt0225071/,movie,5.7,102,2001,"Drama, Romance",25437,2001-05-15,Luis Mandoki
269,tt1095174,2016-07-10,2016-07-10,,New in Town,https://www.imdb.com/title/tt1095174/,movie,5.7,97,2009,"Comedy, Romance",24530,2009-01-29,Jonas Elmer
270,tt1673434,2016-07-10,2016-07-10,,The Twilight Saga: Breaking Dawn - Part 2,https://www.imdb.com/title/tt1673434/,movie,5.5,115,2012,"Adventure, Drama, Fantasy, Romance",258838,2012-11-12,Bill Condon
271,tt0778661,2016-07-10,2016-07-10,,Daddy's Little Girls,https://www.imdb.com/title/tt0778661/,movie,5.8,100,2007,"Drama, Romance",8101,2007-02-14,Tyler Perry
272,tt0775539,2016-07-10,2016-07-10,,Stomp the Yard,https://www.imdb.com/title/tt0775539/,movie,5.4,115,2007,"Drama, Music, Romance",26248,2007-01-08,Sylvain White
273,tt1099212,2016-07-10,2016-07-10,,Twilight,https://www.imdb.com/title/tt1099212/,movie,5.3,122,2008,"Drama, Fantasy, Romance",479518,2008-11-17,Catherine Hardwicke
274,tt1325004,2016-07-10,2016-07-10,,The Twilight Saga: Eclipse,https://www.imdb.com/title/tt1325004/,movie,5.1,124,2010,"Action, Adventure, Drama, Fantasy, Romance, Thriller",256450,2010-06-30,David Slade
275,tt1324999,2016-07-10,2016-07-10,,The Twilight Saga: Breaking Dawn - Part 1,https://www.imdb.com/title/tt1324999/,movie,4.9,117,2011,"Adventure, Drama, Fantasy, Romance, Thriller",250407,2011-10-30,Bill Condon
276,tt1259571,2016-07-10,2016-07-10,,The Twilight Saga: New Moon,https://www.imdb.com/title/tt1259571/,movie,4.8,130,2009,"Adventure, Drama, Fantasy, Romance",295499,2009-11-16,Chris Weitz
277,tt2322441,2016-07-10,2016-07-10,,Fifty Shades of Grey,https://www.imdb.com/title/tt2322441/,movie,4.2,125,2015,"Drama, Romance, Thriller",330893,2015-02-09,Sam Taylor-Johnson
278,tt3783958,2017-06-26,2017-06-26,,La La Land,https://www.imdb.com/title/tt3783958/,movie,8.0,128,2016,"Comedy, Drama, Music, Musical, Romance",641119,2016-08-31,Damien Chazelle
279,tt2674426,2017-07-28,2017-07-28,,Me Before You,https://www.imdb.com/title/tt2674426/,movie,7.4,110,2016,"Drama, Romance",277153,2016-05-23,Thea Sharrock
280,tt4669986,2017-08-27,2017-08-27,,Loving,https://www.imdb.com/title/tt4669986/,movie,7.0,123,2016,"Biography, Drama, Romance",36005,2016-05-16,Jeff Nichols
281,tt5247022,2018-03-23,2018-03-23,,Paterson,https://www.imdb.com/title/tt5247022/,movie,7.3,118,2016,"Comedy, Drama, Romance",87042,2016-05-16,Jim Jarmusch
282,tt2517044,2018-03-24,2018-03-24,,The Song,https://www.imdb.com/title/tt2517044/,movie,5.9,116,2014,"Drama, Music, Romance",2300,2014-09-26,Richard L. Ramsey
283,tt4080728,2018-03-28,2018-03-28,,En man som heter Ove,https://www.imdb.com/title/tt4080728/,movie,7.7,116,2015,"Comedy, Drama, Romance",66487,2015-12-13,Hannes Holm
284,tt0124315,2018-04-16,2018-04-16,,The Cider House Rules,https://www.imdb.com/title/tt0124315/,movie,7.4,126,1999,"Drama, Romance",103521,1999-09-07,Lasse Hallström
285,tt0276751,2018-04-22,2018-04-22,,About a Boy,https://www.imdb.com/title/tt0276751/,movie,7.1,101,2002,"Comedy, Drama, Romance",189582,2002-04-26,"Paul Weitz, Chris Weitz"
286,tt2639254,2018-04-23,2018-04-23,,A Little Chaos,https://www.imdb.com/title/tt2639254/,movie,6.5,117,2014,"Drama, Romance",24941,2014-09-13,Alan Rickman
287,tt2547584,2018-05-03,2018-05-03,,The Light Between Oceans,https://www.imdb.com/title/tt2547584/,movie,7.2,133,2016,"Drama, Romance",59331,2016-09-01,Derek Cianfrance
288,tt2226597,2019-01-16,2019-01-16,,The Mountain Between Us,https://www.imdb.com/title/tt2226597/,movie,6.4,112,2017,"Drama, Thriller",79517,2017-09-09,Hany Abu-Assad
289,tt1289403,2019-02-03,2019-02-03,,The Guernsey Literary and Potato Peel Pie Society,https://www.imdb.com/title/tt1289403/,movie,7.3,124,2018,"Drama, Romance, War",50937,2018-04-09,Mike Newell
290,tt2139881,2020-01-14,2020-01-14,,Long Shot,https://www.imdb.com/title/tt2139881/,movie,6.8,125,2019,"Comedy, Romance",118905,2019-03-09,Jonathan Levine
